taxonID,vernacularName,source,language
316,camaecipáris-do-oregon,,pt
316,cedro-branco,,pt
316,cedro-de-oregon,,pt
316,Cyprès de Lawson,,fr
316,falso-cipreste,,pt
316,Faux Cyprès,,fr
316,Jätteloka,,sv
316,Kaukasianjättiputki,,fi
316,Kjempebjønnkjeks,,no
316,Kystbjønnkjeks,,no
316,Kæmpe-Bjørneklo,,da
316,Lawson's Cypress,,en
316,Lawson-Scheinzypresse,,de
316,Libbsticka,,sv
316,Liperi,,fi
316,Lostilk,,da
316,Løpstikke,,no
316,Løvstikke,,da
316,oregoni hamisciprus,,hu
316,Rantaputki,,fi
316,Sibirisk Björnloka,,sv
316,Strandkjeks,,no
316,Strandloka,,sv
316,Ukonputki,,fi
327,Alpkörvel,,sv
327,Björnrot,,sv
327,Cyprès de Nootka,,fr
327,Cyprès jaune,,fr
327,Nootka Cypress,,en
327,Palsternacka,,sv
327,Palsternakka,,fi
327,Pastinak,,da
327,Pastinakk,,no
327,Saksankirveli,,fi
327,Spansk kjørvel,,no
327,Spansk körvel,,sv
327,Sødskærm,,da
331,Sawara Cypress,,en
334,Faux Cyprès,,fr
335,criptoméria,,es
335,Japanese Red-cedar,,en
340,Cyprès d’Arizonie,,fr
341,Cyprès,,fr
342,cedro-de-goa,,pt
342,cedro-do-buçaco,,pt
342,cipreste-do-buçaco,,pt
348,cipreste-da-california,,pt
348,cipreste-de-monterey,,pt
348,Cyprès à gros fruits,,fr
348,Cyprès de Lambert,,fr
348,Cyprès de Monterey,,fr
348,Monterey Cypress,,en
352,"Brosh matzui, tzrifi",,he
352,cedro-bastardo,,pt
352,Cipress kannella,,mt
352,cipreste-comum,,pt
352,cipreste-de-itália,,pt
352,cipreste-dos-cemitérios,,pt
352,Cyprès d'Italie,,fr
352,Cyprès sempervirent,,fr
352,"ברוש מצוי,צריפי",,he
364,Almindelig Pimpinelle,,da
364,Bockrot,,sv
364,Gjeldkarve,,no
364,Isopukinjuuri,,fi
364,kínai boróka,,hu
364,Mästerrot,,sv
364,Meisterrot,,no
364,Mesterrod,,da
364,Persilja,,fi
364,Persilja,,sv
364,Persille,,da
364,Persille,,no
364,Pukinjuuri,,fi
364,Stor bockrot,,sv
364,Stor gjeldkarve,,no
364,Stor Pimpinelle,,da
367,Genévrier de Virginie,,fr
367,virginiai boróka,,hu
368,keleti tuja,,hu
368,Morgenländischer Lebensbaum,,de
368,Orient-Lebensbaum,,de
368,Thuya d'Orient,,fr
368,Tuia orientale,,it
368,zeravec východní,,cs
380,Amerikanischer Lebensbaum,,de
380,Cèdre blanc du Canada,,fr
380,Doftkörvel,,sv
380,Finsk Hulsvøb,,da
380,harilik elupu,,et
380,Idänkirveli ,,fi
380,nyugati tuja,,hu
380,"Parkkörvel, Guldkörvel",,sv
380,Rietumu tuja,,lv
380,Rotkörvel,,sv
380,Rysskörvel,,sv
380,Thuya du Canada,,fr
380,zerav západní,,cs
383,Almindelig Hulsvøb,,da
383,Cèdre de l'Ouest,,fr
383,Giftkjeks ,,no
383,Gulrot,,no
383,Hårkörvel,,sv
383,hiigel-elupuu,,et
383,Jordnøtt,,no
383,Morot,,sv
383,Myrkkykatko ,,fi
383,Myrkkykirveli,,fi
383,Nötkörvel,,sv
383,Odört,,sv
383,óriás tuja,,hu
383,Porkkana,,fi
383,Riesen-Lebensbaum,,de
383,Skarntyde ,,da
383,Svimekjeks,,no
383,Svinenød,,da
383,Thuya géant,,fr
383,Vild Gulerod,,da
383,Western Red-cedar,,en
383,Żywotnik olbrzymi,,pl
394,abeto-insigne,,pt
397,abeto-branco,,pt
397,abeto-prateado,,pt
397,Eiropas baltegle,,lv
397,euroopa nulg,,et
397,European Silver-fir,,en
397,Gran,,sv
397,Lärk,,sv
397,Sibirisk Lärk,,sv
397,Silvergran,,sv
403,Balzama baltegle,,lv
403,Balzaminis kėnis,,lt
406,värdnulg,,et
408,Sapin de Céphalonie,,fr
408,Sapin de Grèce,,fr
409,Vienkräsas baltegle,,lv
411,Fraseri nulg,,et
414,Giant Fir,,en
414,Sapin de Vancouver,,fr
414,Sapin géant,,fr
423,abeto-do-cáucaso,,pt
423,Caucasian Fir,,en
423,Kaukäza baltegle,,lv
423,kaukázusi jegenyefenyő,,hu
423,Sapin de Nordmann,,fr
423,Sapin du Caucase,,fr
428,abeto-de-espanha,,pt
428,Sapin d'Andalousie,,fr
428,Sapin d'Espagne,,fr
430,Noble Fir,,en
434,siberi nulg,,et
434,Sibirijas baltegle,,lv
436,Atlas Cedar,,en
436,Cèdre de l'Atlantique,,fr
436,Cèdre de l'Atlas,,fr
436,cedro-do-atlas,,pt
446,Cèdre de l'Himalaya,,fr
446,Cèdre sacré,,fr
446,cedro-deodara,,pt
446,cedro-dos-himalaias,,pt
446,Deodar,,en
461,Cedar-of-Lebanon,,en
461,Cèdre du Liban,,fr
491,Kleine vlotvaren,,nl
491,Marsilée nageante,,fr
491,Salvinia nageante,,fr
491,Salvinie nageante,,fr
491,Schwimmfarn,,de
495,Algenfarn,,de
495,azola,,pt
495,azola americká,,cs
495,azola papra,,cs
495,azolla,,es
495,Azolla fausse-fougère,,fr
495,Azolla serchanit,,he
495,Großer Algenfarn,,de
495,Grote kroosvaren,,nl
495,nagylevelű moszatpáfrány,,hu
495,Šakotoji azolė,,lt
495,water fern,,en
500,Azolla du Mexique,,fr
500,Kleine kroosvaren,,nl
500,Kleiner Algenfarn,,de
507,Choina kanadyjska,,pl
507,Kanadinė cūga,,lt
512,Hagestikle,,no
512,Have-Mandstro,,da
512,Kaukasianjättiputki,,fi
512,Kjempebjønnkjeks,,no
512,Kæmpe-Bjørneklo,,da
512,Kæmpe-Mandstro ,,no
512,Ryskmartorn,,sv
512,Sagkjeks,,no
512,Seglblad,,da
512,Silvermartorn,,sv
512,Sinipiikkiputki,,fi
512,Sirppiputki,,fi
512,Skärblad,,sv
512,Tromsölöka,,sv
512,Tsuga de Californie,,fr
512,Tsuga de l'Ouest,,fr
512,Western Hemlock-spruce,,en
516,Coastal Redwood,,en
516,Séquoia à feuilles d'If,,fr
516,Séquoia sempervirent,,fr
532,Éphédra élevé,,fr
533,Éphédra,,fr
535,Carolina Water-shield,,en
538,Spatter-dock,,en
540,least water lily,,en
543,kerti tündérrózsa,,hu
549,Drete,,ro
549,nílusi tündérrózsa,,hu
556,vörös tündérrózsa,,hu
558,érdes borzhínár,,hu
563,soft hornwort,,en
565,Arbre aux lis,,fr
565,árvore-do-ponto,,pt
565,tulipeiro-da-virginia,,pt
565,Tulipier de Virginie,,fr
566,Magnolia à grandes fleurs,,fr
568,Magnolia à fleurs de Lis,,fr
574,Magnolia étoilé,,fr
583,Bay,,en
583,Lorbeer,,de
583,Rand,,mt
587,loureiro-real,,pt
587,vinhático,,pt
590,Me'irit kitzrat-alim,,he
590,מ,,he
593,Birthwort,,en
593,Etelännenätti ,,fi
593,Gewöhnliche Osterluzei,,de
593,Gul Sennep,,da
593,Keltasinappi,,fi
593,Klotfräne,,sv
593,Kulekarse,,no
593,Kvitsennep ,,no
593,mežvīteņu aristolochija,,lv
593,mežvīteņu aristolohija,,lv
593,Paprastoji kartuolė,,lt
593,Rikkanenätti,,fi
593,Strandfräne,,sv
593,Vägfräne,,sv
593,Vegkarse ,,no
593,Vej-Guldkarse,,da
593,Vitsenap,,sv
593,Østrigsk Guldkarse,,da
596,Aristoloche-siphon,,fr
598,Smearwort,,en
600,Aristoloche élevée,,fr
604,Ager-Sennep ,,da
604,Åkersenap,,sv
604,Åkersennep,,no
604,Akurmustarður,,is
604,Asarabacca,,en
604,Blanksennep,,no
604,Borstsenap,,sv
604,Glat Vejsennep,,da
604,Hamnsenap,,sv
604,Karvapernaruoho ,,fi
604,Kiiltopernaruoho ,,fi
604,Kjempesennep,,no
604,Rikkasinappi ,,fi
604,Stivhåret Vejsennep ,,da
604,Stridsennep,,no
604,Ungarsk Vejsennep,,da
604,Unkarinpernaruoho,,fi
604,Vallsenap,,sv
607,Coda di lucertola,,it
608, kalme,,lv
608,Balinis ajeras,,lt
608,Bastardsennep ,,da
608,Blomsteriberis,,sv
608,Gråsenap,,sv
608,harilik kalamus,,et
608,Hilmiö ,,fi
608,Kalmoes,,nl
608,Kalmus,,de
608,Katkerasaippo ,,fi
608,Narresennep ,,no
608,Obligeana,,ro
608,orvosi kálmos,,hu
608,Prydsløyfe ,,no
608,puškvorec obecný,,cs
608,Roseniberis,,sv
608,Sløyfeblomst ,,da
608,smaržiga kalme,,lv
608,Sorgört,,sv
608,sweet flag,,en
608,Sweet-flag,,en
608,Tatarak zwyczajny,,pl
619,Grasblatt-Kalmus,,de
619,Slender Sweet-flag,,en
627,Sagittaire à feuilles de Graminée,,fr
632,Breitblatt-Pfeilkraut,,de
632,Breitblättriges Pfeilkraut,,de
632,Duck-potato,,en
632,"Guldklubba, Guldkolv",,sv
632,Hålrot,,sv
632,Hjertebladet Slangerod,,da
632,Lækjeholurt,,no
632,Sagittaire à larges feuilles,,fr
632,Sagittaire obtuse,,fr
632,Sagittaria americana,,it
632,šídlatka širolistá,,cs
632,Skunkkalla,,sv
632,Vit skunkkalla,,sv
653,Sagittaria a foglie ovate,,it
655,Canadian arrowhead,,en
657,Flèche-d'eau,,fr
657,Sagittaire,,fr
657,Sagittaire à feuilles en flèche,,fr
658,Narrow-leaved Arrowhead,,en
658,úszó nyílfű,,hu
661,Aponogéton odorant,,fr
661,Cape pondweed,,en
661,Cape-pondweed,,en
664,Lente d'acqua delle risaie,,it
664,Lentille-d'eau,,fr
667,Altar-lily,,en
667,bigalhó,,pt
667,Calla,,fr
667,Calla,,it
667,jarro-de-jardim,,pt
667,kala,,el
667,Richarde,,fr
667,serpentina-brava,,es
673,American skunk cabbage,,en
673,American Skunk-cabbage,,en
673,Bitterkrassing,,sv
673,Gatkrassing,,sv
673,Have-Karse,,da
673,Isokrassi,,fi
673,Matkarse,,no
673,Pihakrassi,,fi
673,Rikkakrassi ,,fi
673,Rundkarse ,,no
673,Rundkrassing,,sv
673,Smörgåskrasse,,sv
673,Stinkende Karse,,da
673,Strand-Karse,,da
673,Strandkarse,,no
673,Tevkarse,,no
673,Vihanneskrassi,,fi
677,Asian Skunk-cabbage,,en
677,Finkefrø,,no
677,Judaspengar,,no
677,Judaspenge,,da
677,Judaspenningar,,sv
677,Korndådra,,sv
677,Kuuruoho,,fi
677,Ohraruoho,,fi
677,Rundskulpe,,da
677,Silkedodre,,no
677,Strandkrassing,,sv
677,Valkopielus,,fi
677,Virginiakarse ,,no
677,Virginiakrassing,,sv
677,Virginiankrassi ,,fi
677,Virginsk Karse ,,da
681,Dwergkroos,,nl
681,least duckweed,,en
681,Lente d'acqua  ,,it
681,Lentille d'eau minuscule,,fr
681,Winzige Wasserlinse,,de
681,Zierliche Wasserlinse,,de
695,Lenticchia d'acqua americana,,it
696,Lenticule très petite,,fr
696,Lentille-d'eau très petite,,fr
697,great duckweed,,en
697,Teichlinse,,de
697,Vielwurzlige Teichlinse,,de
702,Mousetailplant,,en
706,Knopkroos,,nl
706,Lenticule à turion,,fr
706,Lentille-d'eau,,fr
706,okřehek ,,cs
706,Rote Wasserlinse,,de
710,közönséges vízidara,,hu
710,Wolffia,,it
719,Italiaanse aronskelk,,nl
730,Bankrassing,,sv
730,Fältkrassing,,sv
730,Farve-Vajd ,,da
730,Forskelligbladet Karse,,da
730,Kenttäkrassi,,fi
730,Markkarse,,no
730,Morsinko ,,fi
730,Nurmikrassi,,fi
730,Ratakrassi,,fi
730,Salomons Lysestage,,da
730,Tettkarse,,no
730,Tætblomstret Karse,,da
730,Vaid ,,no
730,Vallkrassing,,sv
730,Vejde,,sv
730,Vollkarse,,no
733,Hybrid Larch,,en
733,Mélèze de Dunkeld,,fr
733,Mélèze hybride,,fr
748,Bergtall,,sv
748,Contortatall,,sv
748,Eiropas lapegle,,lv
748,European Larch,,en
748,Europinis maumedis,,lt
748,Sitkagran,,sv
748,Vitgran,,sv
761,Japanese Larch,,en
761,Japanische Lärche,,de
761,Mélèze du Japon,,fr
761,Modrzew japoński,,pl
774,siberi lehis,,et
774,Sibirisk cembratall,,sv
774,Tall,,sv
774,Thuja,,sv
775,Ädelcypress,,sv
775,Jättehemlock,,sv
775,Jättetuja,,sv
775,Norway Spruce,,en
775,Nutkacypress,,sv
784,Épicéa d’Alcock,,fr
786,Baltoji eglė,,lt
786,Bredpilblad,,sv
786,Kanädas egle,,lv
786,Kinesisk en,,sv
786,Naverlönn,,sv
786,Świerk biały,,pl
786,Tysklönn,,sv
786,White Spruce,,en
792,Épicéa de Sicile,,fr
794,Serbian Spruce,,en
799,Épicéa du Caucase,,fr
801,Blau-Fichte,,de
801,Épicéa du Colorado,,fr
801,Stech-Fichte,,de
802,Backlök,,sv
802,Épicéa de Sitka,,fr
802,Piplök,,sv
802,Rysslök,,sv
802,sitka kuusk,,et
802,Sitka Spruce,,en
802,snödroppslök,,sv
802,Świerk sitkajski,,pl
817,Banks-fenyő,,hu
817,Bankso pušis,,lt
817,Pin de Banks,,fr
817,Sosna Banksa,,pl
831,Jordkastanie,,da
831,Jordkastanj,,sv
831,Knollkarve,,no
831,Kummin,,sv
831,Maakastanja,,fi
831,Selleri,,fi
831,Selleri,,no
831,Selleri,,sv
831,Stjärnflocka,,sv
831,Vild Selleri,,da
833,Almindelig Vintergæk,,da
833,Lodgepole Pine,,en
833,Lumikello,,fi
833,Pin,,fr
833,Ramslök,,sv
833,Sandlök,,sv
833,Skogslök,,sv
833,Snödroppe,,sv
833,Snøklokke,,no
838,Pin,,fr
840,Pin blanc,,fr
840,Pin blanc de Provence,,fr
840,Pin d'Alep,,fr
840,pinheiro-de-alepo,,es
840,pino carrasco,,es
840,prinjoli,,mt
840,žnuber,,mt
842,Oren cafrisai,,he
846,pinheiro-do-alepo,,pt
851,Dorothealilje,,da
851,Dwarf Mountain-pine,,en
851,Kalninė pušis,,lt
851,Kalnu priede,,lv
851,Keltanarsissi ,,fi
851,Kevätkello,,fi
851,Kirskål,,sv
851,Klosterklokke,,no
851,Påskelilje ,,da
851,Påskelilje ,,no
851,Påsklilja,,sv
851,Pin,,fr
851,Pingstlillja,,sv
851,Pinselilje,,da
851,Pinselilje,,no
851,Skvalderkål,,da
851,Skvallerkål,,no
851,Snöklocka,,sv
851,Valkonarsissi,,fi
851,Vuohenputki,,fi
864,Austrian and Corsican Pines,,en
864,borovica ,,cs
864,borovice ,,cs
864,feketefenyő,,hu
864,Juodoji pušis,,lt
864,Pin noir d’Autriche,,fr
864,pinheiro-da-áustria,,pt
864,pinheiro-negro,,pt
864,Schwarz-Foehre,,de
864,Schwarz-Kiefer,,de
869,Corsican Pine,,en
872,Austrian Pine,,en
884,Macedonian Pine,,en
886,Maritime Pine,,en
886,pinheiro-bravo,,es
892,Pin parassol,,fr
892,Pin pignon,,fr
893,Western Yellow-pine,,en
899,Monterey Pine,,en
899,Pin de Monterey,,fr
899,pinheiro-de-monterey,,pt
899,pinheiro-insígne,,pt
899,pinheiro-insigne,,es
907,Pin,,fr
908,borovice vejmutovka,,cs
908,Pin de Weymouth,,fr
908,Pin du Lord,,fr
908,Pino di Weymouth,,it
908,Pino strobo,,it
908,Sosna wejmutka,,pl
908,Strobe,,de
908,Weymouth Pine,,en
908,Weymouth-Kiefer,,de
908,Weymouths-Kiefer,,de
914,Aitohukanputki,,fi
914,Dansk körvel,,sv
914,Grove den,,nl
914,Gærde-Kørvel,,da
914,Hagekjørvel,,no
914,Have-Kørvel,,da
914,Hundekjeks,,no
914,Hundepersille,,da
914,Hundepersille,,no
914,Hundkäx,,sv
914,Koiranputki,,fi
914,Krokkjørvel,,no
914,Maustekirveli,,fi
914,Piikkikirveli,,fi
914,Scots Pine,,en
914,Taggkörvel,,sv
914,Vild Kørvel,,da
914,Vild persilja,,sv
931,Bhutan Pine,,en
931,Pin pleureur de l'Himalaya,,fr
943,abeto-de-douglas,,pt
943,Daglezja zielona,,pl
943,Didžioji pocūgė,,lt
943,Douglas,,fr
943,Douglas Fir,,en
943,Douglasfichte,,de
943,Douglasie,,de
943,douglaska Menziesova,,cs
943,douglaska tisolistá,,cs
943,Douglasspar,,nl
943,Gewöhnliche Douglasie,,de
943,oregoni duglászfenyő,,hu
943,Pin de l'Orégon,,fr
943,pinheiro-do-oregon,,pt
943,Sapin de Douglas,,fr
967,Åkerreddik,,no
967,Flerårig Knopskulpe ,,da
967,Flerårig stäppsenap,,sv
967,Håret Knopskulpe,,da
967,Hårig stäppsenap,,sv
967,Kiddike,,da
967,Kurttusaksanretikka,,fi
967,Lodnevindbukk,,no
967,Orientalisk stäppsenap,,sv
967,Orientalsk Knopskulpe,,da
967,Peltoretikka,,fi
967,Russevindbukk,,no
967,Sileäsaksanretikka,,fi
967,Strandrättika,,sv
969,Bog Arum,,en
972,Għorgħas,,mt
975,alcocas,,pt
975,colcas,,pt
975,inhame,,pt
975,inhame-da-costa,,pt
975,inhame-de-enxerto,,pt
975,inhame-do-egipto,,pt
975,inhame-dos-açores,,pt
975,taro,,pt
978,Dreizählige Pinellie,,de
982,Gedrehter Wasserkelch,,de
988,alface-de-água,,pt
988,babelka řezanovitá,,cs
988,kagylótutaj,,hu
991,Arum Petit-dragon,,fr
991,Dragon Arum,,en
991,Dragonne Serpentaire,,fr
991,língua-de-dragão,,pt
991,Serpentaire,,fr
991,serpentária,,pt
991,serpentina,,pt
1011,Erba coltella delle risaie,,it
1013,Naïade,,fr
1014,Naïade,,fr
1014,Ranocchina delle risaie,,it
1020,Naïade Graminée,,fr
1020,Ranocchina tropicale,,it
1022,Nidat guadalup,,he
1022,נידת גו,,he
1027,Grande Naïade,,fr
1027,Naïade marine,,fr
1031,Dichte Wasserpest,,de
1031,Égéria,,fr
1031,Großblüten-Wasserpest,,de
1031,large flowered waterweed,,en
1031,Large-flowered Waterweed,,en
1031,Peste d'acqua maggiore,,it
1031,sűrűlevelű átokhínár,,hu
1042,Aloès d'eau,,fr
1042,Faux Aloès,,fr
1042,Stratiotès faux Aloès,,fr
1042,water soldier,,en
1044,Argentinische Wasserpest,,de
1044,Élodée à feuilles allongées,,fr
1044,Ernst-Wasserpest,,de
1044,South American Waterweed,,en
1052,American waterweed,,en
1052,Brede waterpest,,nl
1052,broza del Canadá,,es
1052,Canadian waterweed,,en
1052,Canadian waterweed/pondweed,,en
1052,elodea,,pt
1052,Elodea canadit,,he
1052,Élodée du Canada,,fr
1052,elodeja,,lv
1052,espiga-de-água,,pt
1052,estrume-novo,,pt
1052,Gemeine Wasserpest,,de
1052,Kan,,lv
1052,kanadai átokhínár,,hu
1052,Kanadinė elodėja,,lt
1052,Kanadische Wasserpest,,de
1052,oreja de gato,,es
1052,Peste d'acqua comune,,it
1052,peste de agua,,es
1052,Peste d’aqua comune,,it
1052,vodní mor kanadský,,cs
1091,aprólevelű átokhínár,,hu
1091,Élodée à feuilles étroites,,fr
1091,Elodée de Nuttall,,fr
1091,Nuttall's Waterweed,,en
1091,Nuttall's waterweed/pondweed,,en
1091,Nuttall-Wasserpest,,de
1091,Nuttalls Wasserpest,,de
1091,Nuttall’s pondweed,,en
1091,Peste d'acqua di Nuttall,,it
1091,Peste d’acqua di Nuttall,,it
1091,Schmalblättrige Wasserpest,,de
1091,Smalle waterpest,,nl
1091,vodní mor americký,,cs
1091,Western waterweed,,en
1116,közönséges csavarhínár,,hu
1116,óriás csavarhínár,,hu
1116,Tapegrass,,en
1116,Vallisneria,,nl
1116,Wasserschraube,,de
1116,zákruticha šroubovitá,,cs
1122,Grundnessel,,de
1142,curly waterweed,,en
1142,Élodée crépue,,fr
1142,grand Lagarosiphon,,fr
1142,Große Wechselblatt-Wasserpest,,de
1142,Peste d'acqua arcuata,,it
1142,Schmalrohr,,de
1142,Wassergirlande,,de
1153,békaszőlőfaj,,hu
1158,American Pondweed,,en
1174,érdes szárcsagyökér,,hu
1187,Dog's-tooth-violet,,en
1187,kandík psí zub,,cs
1197,császárkorona,,hu
1198,Gewöhnliche Schachblume,,de
1198,Kiebitzei,,de
1198,řeb,,cs
1198,rūtain,,lv
1201,Acker-Gelbstern,,de
1201,Dirvinė vištapienė,,lt
1201,křivatec rolní,,cs
1211,punakas kuldtäht,,et
1214,ida-kuldtäht,,et
1223,Raudonoji lelija,,lt
1223,tuliliilia,,et
1228,açucena,,pt
1228,cajado-de-são-josé,,pt
1228,Lis blanc,,fr
1231,Tiger-Lilie,,de
1235,Martagon Lily,,en
1235,martagonlilija,,lv
1241,Pyrenean Lily,,en
1245,Tulipano occhio di sole,,it
1245,Tulipe d'Agen,,fr
1245,Tulipe Oeil-de-soleil,,fr
1248,marquezinhas,,pt
1248,tulipa,,pt
1248,Tulipe de L'Écluse,,fr
1248,Tulipe de Perse,,fr
1248,Tulipe-radis,,fr
1253,Darželinė tulpė,,lt
1253,Garden Tulip,,en
1253,Garten-Tulpe,,de
1253,kerti tulipán,,hu
1253,Tulipano,,it
1253,Tulipe,,fr
1271,tulipa-dos-vinhedos,,pt
1271,Tulipe précoce,,fr
1276,Cretan Tulip,,en
1280,Bostulp,,nl
1280,erdei tulipán,,hu
1280,Girinė tulpė,,lt
1280,metstulp,,et
1280,meža tulpe,,lv
1280,tulipán planý,,cs
1280,Wild Tulip,,en
1280,Wilde Tulpe,,de
1287,Rudeninis vėlyvis,,lt
1287,rudens vēlziede,,lv
1302,Peruvian Lily,,en
1307,Ail faux Poireau,,fr
1307,Carambole,,fr
1307,francia hagyma,,hu
1307,Perlzwiebel,,de
1307,Poireau d'été,,fr
1307,Poireau du Levant,,fr
1307,Porree,,de
1307,Wild Leek,,en
1311,Asparges,,da
1311,Asparges,,no
1311,Brun tulkört,,sv
1311,Hasselört,,sv
1311,Hasselurt,,da
1311,Hasselurt,,no
1311,Ruokaparsa,,fi
1311,Skautnainais sipols,,lv
1311,Sparris,,sv
1311,Taponlehti,,fi
1316,Schwarzroter Lauch,,de
1319,Berglook,,nl
1319,Keeled Garlic,,en
1322,cibule kuchyňská,,cs
1322,Échalote,,fr
1322,kremmydi,,el
1322,Küchen-Zwiebel,,de
1322,Küchenzwiebel,,de
1322,Oignon,,fr
1322,Onion,,en
1322,Schalotte,,de
1322,Sogan,,tr
1322,Tewma bajda,,mt
1322,vöröshagyma,,hu
1329,Christoph-Lauch,,de
1335,Almindelig Røllike,,da
1335,Ängsröllika,,sv
1335,Ciboule,,fr
1335,cibule zimní,,cs
1335,Heckenzwiebel,,de
1335,Kamröllika,,sv
1335,Nyse-Røllike,,da
1335,Nyseryllik,,no
1335,Nysört,,sv
1335,Oignon d'hiver,,fr
1335,Ojakärsämö,,fi
1335,Röhren-Zwiebel,,de
1335,Röllika,,sv
1335,Ryllik,,no
1335,Siankärsämö,,fi
1335,Silfurhnappur,,is
1335,Winterzwiebel,,de
1339,Gelber Lauch,,de
1341,Yellow Garlic,,en
1345,Neapolitan Garlic,,en
1345,Tewm tal-qsari,,mt
1358,Broad-leaved Leek,,en
1358,Schwarz-Lauch,,de
1358,Schwarzer Lauch,,de
1370,mandulaillatú hagyma,,hu
1378,Gråambrosia,,no
1378,Hästambrosia,,sv
1378,Hesteambrosia ,,no
1378,Krybende Ambrosie,,da
1378,Malörtsambrosia,,sv
1378,Sormituoksukki ,,fi
1378,Stor nysört,,fi
1378,Sträv ambrosia,,sv
1378,Trefliget Ambrosie ,,da
1385,Ager-Gåseurt,,da
1385,Åkerkulla,,sv
1385,Armbloemig look,,nl
1385,Few-flowered Garlic,,en
1385,Haisusauramo,,fi
1385,Helminukkajäkkärä,,fi
1385,kamomillkulla,,sv
1385,Kvit gåseblom,,no
1385,Pärleternell,,sv
1385,Peltosauramo,,fi
1385,Perle-evigblom,,no
1385,Perlekurv,,da
1385,Rysskulla,,sv
1385,Seltsamer Lauch,,de
1385,Stinkende Gåseurt,,da
1385,Tappgåseblom,,no
1385,Wunder-Lauch,,de
1392,Italian Garlic,,en
1394,Leek,,en
1394,Pirasa,,tr
1394,Poireau,,fr
1394,pór zahradní,,cs
1394,Porree,,de
1394,Tewm muswaf,,mt
1403,Rosy Garlic,,en
1410,Ail,,fr
1410,Ail commun,,fr
1410,Ail cultivé,,fr
1410,Garlic,,en
1410,Knoblauch,,de
1410,Sarmisak disi,,tr
1410,Tewm,,mt
1417,Kalnu sipols,,lv
1433,Färgkulla,,sv
1433,Farve-Gåseurt,,da
1433,Glat Burre,,da
1433,Gul gåseblom ,,no
1433,Isotakiainen,,fi
1433,Keltasauramo ,,fi
1433,Liden Burre,,da
1433,Liten kardborre,,sv
1433,Pikkutakiainen,,fi
1433,Småborre,,no
1433,Stor kardborre,,sv
1433,Storborre,,no
1433,Ullkardborre,,sv
1438,Ail à inflorescences rondes,,fr
1438,Ail arrondi,,fr
1442,Hairy Garlic,,en
1442,Wimper-Lauch,,de
1451,Three-cornered Garlic,,en
1454,American Garlic,,en
1456,Aaprottimaruna,,fi
1456,Abrodd,,no
1456,Åbrodd,,sv
1456,Have-Malurt,,da
1456,Klubbekorg ,,no
1456,Klubbfibbla,,sv
1456,Koiruoho,,fi
1456,Kultakaunokki ,,fi
1456,Malört,,sv
1456,Malurt,,no
1456,Svineøje ,,da
1456,Vägarnika,,sv
1458,alho-das-vinhas,,es
1458,Burot,,no
1458,Grå-Bynke,,da
1458,Gråbo,,sv
1458,Höstaster,,sv
1458,Pujo,,fi
1458,Romersk malört,,sv
1458,Sandmalört,,sv
1458,Sølvmalørt,,no
1470,Honey Garlic,,en
1474,alacsony szagtalanhagyma,,hu
